customer,quarter,purchase,order_quantity,crossbuy,ret_expense,ret_expense_sq
70,3,1,231.18,1,0,0
70,4,1,306.25,1,0,0
70,5,1,311.72,1,0,0
70,6,1,269.44,1,32.75,1072.56
70,7,1,353.06,3,0,0
70,8,1,354.42,4,0,0
70,9,1,272.65,1,0,0
70,10,1,284.54,2,0,0
70,11,1,226.89,1,0,0
70,12,1,215.09,1,0,0
71,1,1,285.46,4,0,0
71,2,1,179.45,4,21.89,479.17
71,3,1,279.87,4,39.28,1542.92
71,4,1,252.21,3,0,0
71,5,1,345.56,2,39.43,1554.72
71,6,1,238.66,2,0,0
71,7,1,174.66,2,50.67,2567.45
71,8,1,284.73,2,0,0
71,9,1,419.78,5,37.66,1418.28
71,10,1,329.77,2,0,0
71,11,1,487.54,3,0,0
71,12,1,315.22,4,0,0
72,1,1,255.27,1,0,0
72,2,1,252.79,2,9.16,83.91
72,3,1,168.04,1,0,0
72,4,1,179.13,1,17.76,315.42
72,5,1,185.59,1,19.17,367.49
72,6,0,0,0,0,0
72,7,0,0,0,31.77,1009.33
72,8,0,0,0,30.09,905.41
72,9,0,0,0,0,0
72,10,0,0,0,0,0
72,11,0,0,0,0,0
72,12,0,0,0,17.8,316.84
73,1,1,370.74,2,50.99,2599.98
73,2,1,209.67,1,57.44,3299.35
73,3,0,0,0,0,0
73,4,0,0,0,0,0
73,5,0,0,0,23.36,545.69
73,6,0,0,0,0,0
73,7,0,0,0,0,0
73,8,0,0,0,0,0
73,9,0,0,0,38.05,1447.8
73,10,0,0,0,0,0
73,11,0,0,0,34.61,1197.85
73,12,0,0,0,0,0
74,1,1,141.14,1,0,0
74,2,1,168.08,1,26.52,703.31
74,3,1,258.26,5,0,0
74,4,1,392.35,3,0,0
74,5,1,535.98,2,0,0
74,6,1,350.17,2,0,0
74,7,1,459.32,4,34.83,1213.13
74,8,1,332.72,4,11.4,129.96
74,9,1,243.77,1,27.3,745.29
74,10,1,387.35,2,0,0
74,11,1,291,2,0,0
74,12,1,425.74,3,39.14,1531.94
75,1,1,60.92,1,0,0
75,2,0,0,0,0,0
75,3,0,0,0,7.34,53.88
75,4,0,0,0,21.38,457.1
75,5,0,0,0,0,0
75,6,0,0,0,0,0
75,7,0,0,0,0,0
75,8,0,0,0,0,0
75,9,0,0,0,39.66,1572.92
75,10,0,0,0,0,0
75,11,0,0,0,27.95,781.2
75,12,1,96.12,1,19.87,394.82
76,1,1,147.35,1,8.99,80.82
76,2,1,179.9,1,8.93,79.74
76,3,1,261.93,1,0,0
76,4,1,210.17,1,0,0
76,5,1,315.7,1,0,0
76,6,1,279.35,1,0,0
76,7,1,266.38,1,0,0
76,8,1,174.97,1,0,0
76,9,1,198.91,1,0,0
76,10,0,0,0,18.16,329.79
76,11,0,0,0,0,0
76,12,0,0,0,0,0
77,1,1,193.66,1,34.17,1167.59
77,2,0,0,0,0,0
77,3,0,0,0,12.28,150.8
77,4,1,166.71,1,15.39,236.85
77,5,1,308.44,4,22.69,514.84
77,6,1,270.64,1,0,0
77,7,0,0,0,0,0
77,8,0,0,0,28.35,803.72
77,9,0,0,0,45.28,2050.28
77,10,0,0,0,0,0
77,11,0,0,0,17.61,310.11
77,12,0,0,0,0,0
78,1,1,94.93,1,0,0
78,2,1,181.66,1,32.65,1066.02
78,3,1,212.86,1,0,0
78,4,1,311.52,2,40.31,1624.9
78,5,1,252.3,3,41.84,1750.59
78,6,1,262.14,2,0,0
78,7,1,203.39,1,0,0
78,8,1,180.24,1,0,0
78,9,1,281.48,4,30.67,940.65
78,10,1,409.01,2,0,0
78,11,1,473.42,5,0,0
78,12,1,496.64,5,54.29,2947.4
79,1,1,96.32,1,0,0
79,2,1,199.95,1,0,0
79,3,1,200.99,1,22.3,497.29
79,4,0,0,0,0,0
79,5,0,0,0,27,729
79,6,0,0,0,13,169
79,7,0,0,0,46.72,2182.76
79,8,0,0,0,0,0
79,9,0,0,0,0,0
79,10,0,0,0,0,0
79,11,0,0,0,3.14,9.86
79,12,0,0,0,36.65,1343.22
80,1,1,85.61,1,0,0
80,2,0,0,0,0,0
80,3,0,0,0,0,0
80,4,0,0,0,13.59,184.69
80,5,0,0,0,0,0
80,6,0,0,0,17.26,297.91
80,7,1,139.19,1,0,0
80,8,0,0,0,0,0
80,9,0,0,0,50.27,2527.07
80,10,0,0,0,0,0
80,11,0,0,0,0,0
80,12,0,0,0,0,0
81,1,1,285.48,3,0,0
81,2,1,198.57,1,8.89,79.03
81,3,0,0,0,0,0
81,4,0,0,0,15.47,239.32
81,5,0,0,0,51.05,2606.1
81,6,0,0,0,0,0
81,7,0,0,0,0,0
81,8,0,0,0,0,0
81,9,0,0,0,9.42,88.74
81,10,0,0,0,0,0
81,11,0,0,0,37.11,1377.15
81,12,0,0,0,0,0
82,1,1,305.89,2,28.93,836.94
82,2,1,241.74,1,0,0
82,3,1,174.01,2,0,0
82,4,1,257.78,2,29.1,846.81
82,5,1,238.51,3,0,0
82,6,1,376.69,4,15.07,227.1
82,7,1,321.33,2,0,0
82,8,1,262.67,4,0,0
82,9,1,298.96,2,0,0
82,10,1,390.69,2,33.77,1140.41
82,11,1,219.97,2,53.89,2904.13
82,12,1,335.69,2,0,0
83,1,1,253.54,1,0,0
83,2,1,222.64,2,15.38,236.54
83,3,1,239.83,2,0,0
83,4,1,204.81,1,16.43,269.94
83,5,1,304.12,2,0,0
83,6,1,307.74,2,0,0
83,7,1,296.42,4,0,0
83,8,1,205.19,4,28.9,835.21
83,9,1,230.38,2,0,0
83,10,1,218.63,5,0,0
83,11,1,369.65,2,21.38,457.1
83,12,1,277.49,4,0,0
84,1,1,128.48,1,0,0
84,2,0,0,0,0,0
84,3,0,0,0,0,0
84,4,0,0,0,0,0
84,5,0,0,0,0,0
84,6,0,0,0,17.46,304.85
84,7,0,0,0,15.88,252.17
84,8,0,0,0,41.64,1733.89
84,9,0,0,0,0,0
84,10,0,0,0,32.08,1029.13
84,11,0,0,0,0,0
84,12,0,0,0,14.2,201.64
85,1,1,231.81,2,0,0
85,2,1,300.33,2,0,0
85,3,1,416.24,4,49.23,2423.59
85,4,1,328.13,4,12.21,149.08
85,5,1,292.15,2,26.94,725.76
85,6,0,0,0,54.47,2966.98
85,7,0,0,0,21.93,480.92
85,8,0,0,0,0,0
85,9,0,0,0,0,0
85,10,0,0,0,40.14,1611.22
85,11,1,135.62,1,21.51,462.68
85,12,0,0,0,42.7,1823.29
86,1,1,35.54,1,0,0
86,2,0,0,0,0,0
86,3,0,0,0,0,0
86,4,0,0,0,32.13,1032.34
86,5,0,0,0,0,0
86,6,0,0,0,23.17,536.85
86,7,0,0,0,3.33,11.09
86,8,0,0,0,0,0
86,9,0,0,0,35.75,1278.06
86,10,0,0,0,0,0
86,11,0,0,0,0,0
86,12,0,0,0,22.94,526.24
87,1,1,121.01,1,12.66,160.28
87,2,0,0,0,0,0
87,3,0,0,0,0,0
87,4,0,0,0,23.17,536.85
87,5,0,0,0,0,0
87,6,0,0,0,12.82,164.35
87,7,0,0,0,0,0
87,8,0,0,0,10.7,114.49
87,9,0,0,0,0,0
87,10,0,0,0,0,0
87,11,0,0,0,34.69,1203.4
87,12,0,0,0,24.66,608.12
88,1,1,231.35,1,0,0
88,2,1,209.75,1,0,0
88,3,1,197.17,1,0,0
88,4,1,194.52,1,25.78,664.61
88,5,1,173.32,1,48.22,2325.17
88,6,1,186.75,1,47.06,2214.64
88,7,1,318.21,2,21.78,474.37
88,8,1,219.75,1,0,0
88,9,1,259.28,1,49.24,2424.58
88,10,1,176.28,1,0,0
88,11,1,175.9,1,0,0
88,12,0,0,0,0,0
89,1,1,247.59,2,25.13,631.52
89,2,0,0,0,0,0
89,3,0,0,0,0,0
89,4,0,0,0,41.7,1738.89
89,5,0,0,0,0,0
89,6,0,0,0,44.19,1952.76
89,7,0,0,0,0,0
89,8,0,0,0,0,0
89,9,0,0,0,0,0
89,10,0,0,0,36.15,1306.82
89,11,0,0,0,0,0
89,12,0,0,0,0,0
90,1,1,282.5,1,36.95,1365.3
90,2,1,204.36,1,40.12,1609.61
90,3,1,247.39,1,39.04,1524.12
90,4,1,215.53,1,0,0
90,5,1,265.98,1,0,0
90,6,1,185.44,1,0,0
90,7,1,230.84,1,0,0
90,8,1,233.39,1,0,0
90,9,0,0,0,57.41,3295.91
90,10,0,0,0,29.51,870.84
90,11,0,0,0,23.98,575.04
90,12,0,0,0,0,0
91,1,1,215.78,1,0,0
91,2,0,0,0,0,0
91,3,0,0,0,19.01,361.38
91,4,0,0,0,0,0
91,5,0,0,0,0,0
91,6,0,0,0,0,0
91,7,0,0,0,0,0
91,8,0,0,0,0,0
91,9,0,0,0,0,0
91,10,0,0,0,0,0
91,11,1,104.28,1,37.72,1422.8
91,12,1,187.31,1,0,0
92,1,1,148.11,1,0,0
92,2,0,0,0,54.35,2953.92
92,3,0,0,0,5.29,27.98
92,4,0,0,0,48.88,2389.25
92,5,0,0,0,50.13,2513.02
92,6,0,0,0,51.48,2650.19
92,7,0,0,0,0,0
92,8,0,0,0,0,0
92,9,1,66.07,1,0,0
92,10,0,0,0,0,0
92,11,0,0,0,45.39,2060.25
92,12,0,0,0,0,0
93,1,1,92.05,1,0,0
93,2,1,190.61,1,0,0
93,3,1,288.43,1,28.75,826.56
93,4,1,171.8,1,0,0
93,5,1,188.82,1,0,0
93,6,0,0,0,0,0
93,7,0,0,0,0,0
93,8,0,0,0,0,0
93,9,0,0,0,0,0
93,10,0,0,0,0,0
93,11,0,0,0,44.48,1978.47
93,12,0,0,0,28.23,796.93
94,1,1,277.49,4,0,0
94,2,1,224.61,1,0,0
94,3,0,0,0,54.49,2969.16
94,4,0,0,0,0,0
94,5,0,0,0,0,0
94,6,0,0,0,44.89,2015.11
94,7,0,0,0,0,0
94,8,0,0,0,0,0
94,9,0,0,0,42.93,1842.98
94,10,0,0,0,0,0
94,11,0,0,0,0,0
94,12,0,0,0,0,0
95,1,1,96.29,1,0,0
95,2,1,216.37,2,27.5,756.25
95,3,0,0,0,29.61,876.75
95,4,0,0,0,0,0
95,5,0,0,0,0,0
95,6,0,0,0,0,0
95,7,0,0,0,0,0
95,8,0,0,0,0,0
95,9,0,0,0,20.69,428.08
95,10,0,0,0,0,0
95,11,0,0,0,0,0
95,12,1,82,1,16.45,270.6
96,1,1,239.85,1,0,0
96,2,1,232.33,1,36.74,1349.83
96,3,1,212.01,1,0,0
96,4,1,197.51,1,0,0
96,5,1,283.31,1,38.18,1457.71
96,6,1,284.92,1,0,0
96,7,1,223.3,1,7.01,49.14
96,8,1,337.22,1,45.47,2067.52
96,9,1,254.46,4,0,0
96,10,1,206.04,1,26.52,703.31
96,11,1,193.62,1,0,0
96,12,1,243.57,1,0,0
97,1,1,221.94,1,0,0
97,2,0,0,0,0,0
97,3,0,0,0,14.39,207.07
97,4,0,0,0,0,0
97,5,0,0,0,21.72,471.76
97,6,0,0,0,0,0
97,7,0,0,0,0,0
97,8,0,0,0,0,0
97,9,0,0,0,9.89,97.81
97,10,0,0,0,51.6,2662.56
97,11,0,0,0,16.19,262.12
97,12,0,0,0,40.85,1668.72
98,1,1,239.3,3,0,0
98,2,1,358.04,2,11.84,140.19
98,3,1,421.85,3,0,0
98,4,1,304.37,2,13.43,180.36
98,5,1,428.56,3,0,0
98,6,1,304.11,2,32.92,1083.73
98,7,1,414.79,2,13.85,191.82
98,8,1,281.16,4,38.74,1500.79
98,9,1,243.26,1,0,0
98,10,1,206.95,1,0,0
98,11,1,190.92,2,0,0
98,12,1,233.43,3,23.44,549.43
99,1,1,181.65,3,20.39,415.75
99,2,1,199.59,4,3.45,11.9
99,3,1,299.3,1,16.75,280.56
99,4,1,422.8,4,0,0
99,5,1,238.5,3,0,0
99,6,1,197.5,4,0,0
99,7,0,0,0,0,0
99,8,0,0,0,0,0
99,9,0,0,0,54.1,2926.81
99,10,0,0,0,10.99,120.78
99,11,0,0,0,47.67,2272.43
99,12,0,0,0,0,0
100,1,1,184.55,2,46.48,2160.39
100,2,1,180.64,2,40.17,1613.63
100,3,1,172.01,2,0,0
100,4,0,0,0,24.4,595.36
100,5,0,0,0,0,0
100,6,0,0,0,0,0
100,7,0,0,0,16.53,273.24
100,8,0,0,0,38.87,1510.88
100,9,0,0,0,0,0
100,10,0,0,0,8.96,80.28
100,11,0,0,0,12.46,155.25
100,12,0,0,0,49.01,2401.98
101,1,1,220.46,3,25.78,664.61
101,2,1,316.33,4,0,0
101,3,1,270.95,3,38.93,1515.54
101,4,1,331.79,4,0,0
101,5,1,398.99,2,0,0
101,6,1,361.05,2,0,0
101,7,1,277.9,2,0,0
101,8,0,0,0,0,0
101,9,0,0,0,0,0
101,10,0,0,0,44.4,1971.36
101,11,0,0,0,30.64,938.81
101,12,0,0,0,0,0
102,1,1,262.79,2,0,0
102,2,1,229.64,2,0,0
102,3,1,180.61,1,0,0
102,4,1,204.96,4,13.05,170.3
102,5,1,221.73,4,27.3,745.29
102,6,1,275.58,4,6.78,45.97
102,7,1,185.41,1,2.32,5.38
102,8,1,199.56,2,0,0
102,9,1,340.33,2,0,0
102,10,1,260.62,2,0,0
102,11,1,230.66,2,47.89,2293.45
102,12,1,301.92,5,45.73,2091.23
103,1,1,154.74,1,24.89,619.51
103,2,1,238.95,3,0,0
103,3,1,270.6,1,34.81,1211.74
103,4,1,255.34,1,0,0
103,5,1,361.33,5,23.23,539.63
103,6,1,445.26,3,0,0
103,7,1,291.92,3,0,0
103,8,1,255.97,3,24.34,592.44
103,9,1,176.12,1,0,0
103,10,1,230.41,1,29.72,883.28
103,11,1,388.88,3,35.6,1267.36
103,12,1,542.02,4,0,0
104,1,1,226.38,2,42.53,1808.8
104,2,1,268.32,5,45.15,2038.52
104,3,0,0,0,0,0
104,4,0,0,0,17.76,315.42
104,5,0,0,0,50,2500
104,6,1,118.95,1,15,225
104,7,1,181.73,1,29.26,856.15
104,8,0,0,0,0,0
104,9,0,0,0,25.25,637.56
104,10,0,0,0,0,0
104,11,0,0,0,0,0
104,12,0,0,0,0,0
105,1,1,199.36,1,17.15,294.12
105,2,1,323.21,4,0,0
105,3,1,226.18,4,0,0
105,4,0,0,0,0,0
105,5,0,0,0,0,0
105,6,0,0,0,16.87,284.6
105,7,0,0,0,0,0
105,8,0,0,0,14.01,196.28
105,9,1,52.9,1,0,0
105,10,0,0,0,8.54,72.93
105,11,0,0,0,0,0
105,12,0,0,0,0,0
106,1,1,289.21,4,0,0
106,2,1,295.91,3,0,0
106,3,1,372.99,2,56.76,3221.7
106,4,1,295.07,1,0,0
106,5,1,202.9,1,41.14,1692.5
106,6,1,332.83,4,14.62,213.74
106,7,1,219.96,1,0,0
106,8,1,212.56,1,18.81,353.82
106,9,0,0,0,0,0
106,10,0,0,0,0,0
106,11,0,0,0,18.69,349.32
106,12,0,0,0,0,0
107,1,1,205.36,1,0,0
107,2,1,261.37,4,49.17,2417.69
107,3,1,320.16,4,11.29,127.46
107,4,1,458.03,2,28.66,821.4
107,5,1,596.26,2,0,0
107,6,1,687.56,2,0,0
107,7,1,730.33,2,54.2,2937.64
107,8,1,507.99,5,0,0
107,9,1,680.25,2,0,0
107,10,1,797.48,2,0,0
107,11,1,472.64,3,33.36,1112.89
107,12,1,629.29,5,0,0
108,1,1,289,1,57.11,3261.55
108,2,1,311.79,1,43.78,1916.69
108,3,1,388.68,1,0,0
108,4,1,468.52,2,0,0
108,5,1,181.83,1,46.64,2175.29
108,6,1,275.47,1,0,0
108,7,1,236.34,1,0,0
108,8,1,179.32,1,0,0
108,9,0,0,0,0,0
108,10,0,0,0,3.03,9.18
108,11,1,14.22,1,0,0
108,12,1,94.33,1,14.12,199.37
109,1,1,202.79,3,4.96,24.6
109,2,1,158.01,2,34.36,1180.61
109,3,1,215.52,2,32.58,1061.46
109,4,1,203.68,2,21.83,476.55
109,5,1,304.76,4,0,0
109,6,1,455.26,3,21.49,461.82
109,7,1,341.19,4,0,0
109,8,1,265.17,3,0,0
109,9,1,282.36,4,9.56,91.39
109,10,1,360.33,2,0,0
109,11,1,277.38,2,0,0
109,12,1,201.63,1,51.28,2629.64
110,1,1,244.48,3,28.47,810.54
110,2,1,170.52,1,0,0
110,3,1,146.23,1,0,0
110,4,0,0,0,51.8,2683.24
110,5,0,0,0,15.32,234.7
110,6,0,0,0,31.43,987.84
110,7,0,0,0,33.43,1117.56
110,8,0,0,0,0,0
110,9,1,85.5,1,10.78,116.21
110,10,0,0,0,0,0
110,11,0,0,0,0,0
110,12,0,0,0,0,0
111,1,1,127.38,1,0,0
111,2,1,232.25,1,0,0
111,3,1,376.51,5,0,0
111,4,1,479.49,2,19.31,372.88
111,5,1,375.04,2,0,0
111,6,1,378.02,3,0,0
111,7,1,201.22,2,53.28,2838.76
111,8,1,199.3,1,0,0
111,9,1,310.95,4,44.39,1970.47
111,10,1,254.24,1,46.55,2166.9
111,11,1,285.83,1,0,0
111,12,1,289.79,1,0,0
112,1,1,231.94,1,10.86,117.94
112,2,1,190.68,1,37.02,1370.48
112,3,1,279.81,1,0,0
112,4,1,241.95,1,33.83,1144.47
112,5,1,236.67,1,48.76,2377.54
112,6,1,350.6,1,0,0
112,7,1,428.31,3,28.2,795.24
112,8,1,269.91,1,0,0
112,9,1,224.69,1,0,0
112,10,1,326.57,4,0,0
112,11,1,284.87,1,15.24,232.26
112,12,1,177.73,1,9.41,88.55
113,1,1,277.48,3,0,0
113,2,1,197.37,1,0,0
113,3,0,0,0,0,0
113,4,0,0,0,0,0
113,5,0,0,0,55.29,3056.98
113,6,0,0,0,0,0
113,7,0,0,0,0,0
113,8,0,0,0,30.28,916.88
113,9,0,0,0,0,0
113,10,0,0,0,52.2,2724.84
113,11,0,0,0,0,0
113,12,0,0,0,28.19,794.68
114,1,1,257.91,5,0,0
114,2,1,245.27,2,0,0
114,3,1,211.12,3,0,0
114,4,1,272.35,4,20.76,430.98
114,5,1,250.49,2,14.49,209.96
114,6,0,0,0,50.11,2511.01
114,7,0,0,0,0,0
114,8,0,0,0,10.41,108.37
114,9,1,132.43,1,0,0
114,10,1,256.72,2,8.29,68.72
114,11,1,234.93,5,35.93,1290.96
114,12,1,194.24,1,0,0
115,1,1,206.28,1,20.29,411.68
115,2,1,207.38,1,0,0
115,3,1,298.83,1,0,0
115,4,1,305.21,1,15.89,252.49
115,5,1,409.12,4,0,0
115,6,1,503.06,1,2.36,5.57
115,7,1,265.79,1,0,0
115,8,1,242.68,1,0,0
115,9,1,154.23,1,0,0
115,10,0,0,0,44.32,1964.26
115,11,0,0,0,0,0
115,12,0,0,0,0,0
116,1,1,216.04,1,13.07,170.82
116,2,1,308.17,2,0,0
116,3,1,262.69,2,49.21,2421.62
116,4,1,247.77,1,0,0
116,5,1,250.34,1,0,0
116,6,1,204.36,1,0,0
116,7,1,181.94,1,52.2,2724.84
116,8,1,262.37,1,0,0
116,9,1,185.99,1,0,0
116,10,1,234.34,1,0,0
116,11,1,337.04,4,0,0
116,12,1,262.74,1,0,0
117,1,1,82.35,1,29.78,886.85
117,2,0,0,0,0,0
117,3,0,0,0,0,0
117,4,0,0,0,0,0
117,5,0,0,0,47.9,2294.41
117,6,0,0,0,0,0
117,7,0,0,0,52.46,2752.05
117,8,0,0,0,0,0
117,9,0,0,0,0,0
117,10,0,0,0,0,0
117,11,0,0,0,49.88,2488.01
117,12,0,0,0,0,0
118,1,1,184.63,1,14.44,208.51
118,2,0,0,0,0,0
118,3,0,0,0,0,0
118,4,0,0,0,0,0
118,5,0,0,0,0,0
118,6,0,0,0,0,0
118,7,0,0,0,0,0
118,8,0,0,0,0,0
118,9,0,0,0,39.64,1571.33
118,10,0,0,0,0,0
118,11,0,0,0,0,0
118,12,0,0,0,0,0
119,1,1,225.47,2,53.66,2879.4
119,2,1,384.35,3,0,0
119,3,1,295.76,2,0,0
119,4,1,412.88,2,39.8,1584.04
119,5,1,319.43,3,0,0
119,6,0,0,0,0,0
119,7,0,0,0,10.11,102.21
119,8,0,0,0,0,0
119,9,0,0,0,0,0
119,10,0,0,0,27.43,752.4
119,11,0,0,0,39.94,1595.2
119,12,0,0,0,0,0
120,1,1,263.53,2,0,0
120,2,1,308.03,2,27.49,755.7
120,3,1,422.35,2,0,0
120,4,1,344.57,2,28.15,792.42
120,5,1,262.53,2,0,0
120,6,1,248.09,2,0,0
120,7,1,297.29,3,0,0
120,8,1,322.94,2,0,0
120,9,1,416.96,2,0,0
120,10,1,373,2,0,0
120,11,1,267.34,1,0,0
120,12,1,254.63,3,0,0
121,1,1,343.97,1,0,0
121,2,1,262.49,1,14.57,212.28
121,3,0,0,0,13.92,193.77
121,4,0,0,0,16.94,286.96
121,5,0,0,0,0,0
121,6,0,0,0,48.87,2388.28
121,7,0,0,0,57.99,3362.84
121,8,0,0,0,0,0
121,9,0,0,0,0,0
121,10,0,0,0,0,0
121,11,0,0,0,0,0
121,12,0,0,0,0,0
122,1,1,201.36,2,15.78,249.01
122,2,1,294.94,2,0,0
122,3,1,221.26,3,0,0
122,4,1,162.88,1,28.28,799.76
122,5,1,165.85,1,40.1,1608.01
122,6,0,0,0,53.4,2851.56
122,7,0,0,0,27.09,733.87
122,8,0,0,0,0,0
122,9,0,0,0,51.06,2607.12
122,10,0,0,0,0,0
122,11,0,0,0,25.51,650.76
122,12,0,0,0,3.47,12.04
123,1,1,198.85,1,0,0
123,2,1,321.62,1,37.99,1443.24
123,3,1,293.8,3,10.22,104.45
123,4,0,0,0,42.32,1790.98
123,5,0,0,0,54.65,2986.62
123,6,0,0,0,0,0
123,7,0,0,0,8.96,80.28
123,8,0,0,0,7.42,55.06
123,9,0,0,0,37.76,1425.82
123,10,0,0,0,0,0
123,11,0,0,0,0,0
123,12,0,0,0,0,0
124,1,1,98.98,1,52.48,2754.15
124,2,1,248.1,2,46.97,2206.18
124,3,1,259.86,2,30.31,918.7
124,4,1,290.46,1,0,0
124,5,0,0,0,0,0
124,6,0,0,0,49.19,2419.66
124,7,0,0,0,19.53,381.42
124,8,0,0,0,24.69,609.6
124,9,0,0,0,52.07,2711.28
124,10,0,0,0,41.32,1707.34
124,11,0,0,0,28.89,834.63
124,12,0,0,0,0,0
125,1,1,107.52,1,0,0
125,2,0,0,0,0,0
125,3,0,0,0,0,0
125,4,0,0,0,10.1,102.01
125,5,0,0,0,0,0
125,6,0,0,0,17.98,323.28
125,7,0,0,0,0,0
125,8,0,0,0,47.48,2254.35
125,9,0,0,0,0,0
125,10,0,0,0,0,0
125,11,0,0,0,0,0
125,12,0,0,0,0,0
126,1,1,358.66,5,0,0
126,2,1,320.67,4,0,0
126,3,1,374.12,2,0,0
126,4,1,506.69,4,0,0
126,5,1,356.84,4,0,0
126,6,1,253.4,5,40.25,1620.06
126,7,0,0,0,48.36,2338.69
126,8,0,0,0,0,0
126,9,0,0,0,38.26,1463.83
126,10,0,0,0,0,0
126,11,0,0,0,0,0
126,12,0,0,0,0,0
127,1,1,164.97,1,0,0
127,2,1,120.97,1,17.76,315.42
127,3,0,0,0,42.16,1777.47
127,4,0,0,0,23.54,554.13
127,5,0,0,0,0,0
127,6,0,0,0,0,0
127,7,0,0,0,36.93,1363.82
127,8,0,0,0,14.76,217.86
127,9,1,133.56,1,33.29,1108.22
127,10,1,118.5,1,38.46,1479.17
127,11,1,159.86,1,0,0
127,12,1,157.74,1,0,0
128,1,1,212,1,0,0
128,2,1,225.64,1,18.45,340.4
128,3,1,165.75,1,0,0
128,4,0,0,0,0,0
128,5,0,0,0,52.16,2720.67
128,6,0,0,0,0,0
128,7,0,0,0,12.36,152.77
128,8,0,0,0,0,0
128,9,0,0,0,16.11,259.53
128,10,0,0,0,0,0
128,11,0,0,0,30.12,907.21
128,12,0,0,0,34.84,1213.83
129,1,1,146.46,2,0,0
129,2,1,221.56,1,0,0
129,3,1,260.77,2,22.72,516.2
129,4,0,0,0,28.74,825.99
129,5,0,0,0,0,0
129,6,0,0,0,0,0
129,7,0,0,0,49.92,2492.01
129,8,0,0,0,48.15,2318.42
129,9,0,0,0,0,0
129,10,0,0,0,0,0
129,11,0,0,0,0,0
129,12,1,122.06,4,0,0
130,1,1,197.24,1,0,0
130,2,1,197.19,1,0,0
130,3,1,197.91,2,0,0
130,4,1,338.69,2,0,0
130,5,1,264.07,1,0,0
130,6,1,251.2,1,8.47,71.74
130,7,1,218,1,0,0
130,8,1,294.5,2,41.19,1696.62
130,9,1,384.32,2,0,0
130,10,1,249.8,1,0,0
130,11,1,213.97,1,0,0
130,12,1,225.99,1,30.46,927.81
131,1,1,197.35,1,39,1521
131,2,0,0,0,0,0
131,3,0,0,0,0,0
131,4,0,0,0,52.39,2744.71
131,5,0,0,0,0,0
131,6,0,0,0,0,0
131,7,1,87.56,1,0,0
131,8,1,174.3,1,0,0
131,9,1,224.73,1,0,0
131,10,1,269.7,1,0,0
131,11,1,223.98,1,0,0
131,12,1,366.44,2,29.63,877.94
132,1,1,240.77,2,0,0
132,2,0,0,0,0,0
132,3,0,0,0,0,0
132,4,0,0,0,0,0
132,5,0,0,0,0,0
132,6,0,0,0,0,0
132,7,0,0,0,0,0
132,8,0,0,0,0,0
132,9,0,0,0,0,0
132,10,0,0,0,45.38,2059.34
132,11,0,0,0,0,0
132,12,0,0,0,52.14,2718.58
133,1,1,275.66,3,0,0
133,2,1,389.88,5,31.92,1018.89
133,3,1,266.6,1,28.66,821.4
133,4,1,215.51,3,0,0
133,5,0,0,0,58.82,3459.79
133,6,0,0,0,0,0
133,7,0,0,0,0,0
133,8,0,0,0,17.07,291.38
133,9,0,0,0,0,0
133,10,0,0,0,47.93,2297.28
133,11,0,0,0,0,0
133,12,0,0,0,0,0
134,1,1,292.42,3,46.44,2156.67
134,2,1,169.73,1,0,0
134,3,1,183.3,1,0,0
134,4,1,241.09,1,28.8,829.44
134,5,1,192.21,1,32.91,1083.07
134,6,1,187.2,1,17.64,311.17
134,7,1,145.96,1,38.84,1508.55
134,8,0,0,0,0,0
134,9,0,0,0,0,0
134,10,0,0,0,30.42,925.38
134,11,0,0,0,6.77,45.83
134,12,0,0,0,9.71,94.28
135,1,1,162.94,2,56.1,3147.21
135,2,1,285.66,4,36.92,1363.09
135,3,1,229.49,2,0,0
135,4,1,372.59,3,0,0
135,5,1,329.15,5,12.91,166.67
135,6,1,275.9,3,48.34,2336.76
135,7,1,316.87,4,0,0
135,8,1,362.25,4,51.4,2641.96
135,9,1,481.79,2,0,0
135,10,1,315.66,4,0,0
135,11,1,311.32,4,0,0
135,12,1,258.53,2,14.8,219.04
136,1,1,169.01,1,0,0
136,2,1,232.95,2,10.59,112.15
136,3,1,223.55,4,0,0
136,4,1,372.42,5,0,0
136,5,1,520.94,4,15.19,230.74
136,6,1,294.8,2,51.64,2666.69
136,7,1,316.02,4,0,0
136,8,1,240.4,5,9,81
136,9,1,248.06,1,0,0
136,10,1,358.95,2,0,0
136,11,1,332.24,2,0,0
136,12,1,248.28,3,28.15,792.42
137,1,1,134.67,1,0,0
137,2,1,229.1,1,0,0
137,3,1,226.32,1,0,0
137,4,1,244.04,1,0,0
137,5,1,265.61,1,0,0
137,6,1,245.43,1,0,0
137,7,1,316.52,4,46.06,2121.52
137,8,1,449.6,4,0,0
137,9,1,321.13,1,0,0
137,10,1,253.28,1,10.21,104.24
137,11,1,349.4,1,0,0
137,12,1,472.06,2,0,0
138,1,1,163.29,1,0,0
138,2,1,210.41,1,0,0
138,3,1,141.61,1,20.66,426.84
138,4,1,219.38,2,0,0
138,5,1,194.67,1,0,0
138,6,1,225.05,1,0,0
138,7,1,204.23,1,41.46,1718.93
138,8,1,305.18,1,23.85,568.82
138,9,1,166.47,1,59.45,3534.3
138,10,1,241.98,1,0,0
138,11,1,255.17,1,0,0
138,12,1,257.11,1,0,0
139,1,1,175.44,1,0,0
